"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","icao_code","iata_code","gps_code","local_code","home_link","wikipedia_link","keywords"
3539,"KFRG","medium_airport","Republic Airport",40.728576,-73.414267,82,"NA","US","US-NY","East Farmingdale","no","KFRG","FRG","KFRG","FRG","http://www.republicairport.net/","https://en.wikipedia.org/wiki/Republic_Airport","Fairchild Flying Field"
3540,"KFRI","medium_airport","Marshall Army Air Field",39.053021,-96.764202,1065,"NA","US","US-KS","Fort Riley (Junction City)","no","KFRI","FRI","KFRI","FRI",,"https://en.wikipedia.org/wiki/Marshall_Army_Airfield",
3541,"KFSD","medium_airport","Sioux Falls Regional Airport",43.585463,-96.741152,1429,"NA","US","US-SD","Sioux Falls","yes","KFSD","FSD","KFSD","FSD","http://www.sfairport.com/","https://en.wikipedia.org/wiki/Sioux_Falls_Regional_Airport","Joe Foss Field, Fighting Lobos, Sioux Falls Army Air Base, 114th Fighter Wing, Sioux Falls Regional Airport"
3542,"KFSI","medium_airport","Henry Post Army Air Field",34.649799,-98.402199,1189,"NA","US","US-OK","Fort Sill","no","KFSI","FSI","KFSI","FSI","http://sill-www.army.mil/History/Airfield/henrypost.htm","https://en.wikipedia.org/wiki/Henry_Post_Army_Airfield",
3543,"KFSM","medium_airport","Fort Smith Regional Airport",35.336601,-94.367401,469,"NA","US","US-AR","Fort Smith","yes","KFSM","FSM","KFSM","FSM",,"https://en.wikipedia.org/wiki/Fort_Smith_Regional_Airport",
19900,"KFST","medium_airport","Fort Stockton Pecos County Airport",30.9157009125,-102.916000366,3011,"NA","US","US-TX","Fort Stockton","no","KFST","FST","KFST","FST",,"https://en.wikipedia.org/wiki/Fort_Stockton%E2%80%93Pecos_County_Airport","Gibbs Field, Fort Stockton Field"
3544,"KFTK","medium_airport","Godman Army Air Field",37.907100677500004,-85.9720993042,756,"NA","US","US-KY","Fort Knox","no","KFTK","FTK","KFTK","FTK",,"https://en.wikipedia.org/wiki/Godman_Army_Airfield",
3545,"KFTW","medium_airport","Fort Worth Meacham International Airport",32.819919,-97.360818,710,"NA","US","US-TX","Fort Worth","yes","KFTW","FTW","KFTW","FTW","http://meacham.com/","https://en.wikipedia.org/wiki/Fort_Worth_Meacham_International_Airport",
3546,"KFTY","medium_airport","Fulton County Airport Brown Field",33.7790985107,-84.5214004517,841,"NA","US","US-GA","Atlanta","no","KFTY","FTY","KFTY","FTY","http://www.fultoncountyga.gov/component/content/article/223-general-services/2098-fulton-county-airport-brown-field","https://en.wikipedia.org/wiki/Fulton_County_Airport_(Georgia)",
3547,"KFWA","medium_airport","Fort Wayne International Airport",40.978896,-85.194465,814,"NA","US","US-IN","Fort Wayne","yes","KFWA","FWA","KFWA","FWA","https://fwairport.com/","https://en.wikipedia.org/wiki/Fort_Wayne_International_Airport","Baer Field"
19912,"KFXE","medium_airport","Fort Lauderdale Executive Airport",26.1972999573,-80.1707000732,13,"NA","US","US-FL","Fort Lauderdale","no","KFXE","FXE","KFXE","FXE","http://www.fortlauderdale.gov/fxE/index.htm","https://en.wikipedia.org/wiki/Fort_Lauderdale_Executive_Airport","West Prospect Satellite Field"
3548,"KFYV","medium_airport","Drake Field",36.00510025024414,-94.17009735107422,1251,"NA","US","US-AR","Fayetteville","no","KFYV","FYV","KFYV","FYV",,"https://en.wikipedia.org/wiki/Drake_Field",
19929,"KGCC","medium_airport","Northeast Wyoming Regional Airport",44.3489,-105.539001,4365,"NA","US","US-WY","Gillette","yes","KGCC","GCC","KGCC","GCC","http://www.iflygillette.com/","https://en.wikipedia.org/wiki/Gillette%E2%80%93Campbell_County_Airport","Gillette Campbell County Airport"
3550,"KGCK","medium_airport","Garden City Regional Airport",37.9275016785,-100.723999023,2891,"NA","US","US-KS","Garden City","yes","KGCK","GCK","KGCK","GCK",,"https://en.wikipedia.org/wiki/Garden_City_Regional_Airport",
3551,"KGCN","medium_airport","Grand Canyon National Park Airport",35.9524,-112.147003,6609,"NA","US","US-AZ","Grand Canyon - Tusayan","yes","KGCN","GCN","KGCN","GCN","http://www.azdot.gov/aviation/airports/airports_list.asp?FAA=GCN","https://en.wikipedia.org/wiki/Grand_Canyon_National_Park_Airport",
19936,"KGDV","medium_airport","Dawson Community Airport",47.137658,-104.80691,2458,"NA","US","US-MT","Glendive","yes","KGDV","GDV","KGDV","GDV",,"https://en.wikipedia.org/wiki/Dawson_Community_Airport",
3552,"KGEG","large_airport","Spokane International Airport",47.6199,-117.533997,2376,"NA","US","US-WA","Spokane","yes","KGEG","GEG","KGEG","GEG","https://spokaneairports.net/","https://en.wikipedia.org/wiki/Spokane_International_Airport",
3553,"KGFK","medium_airport","Grand Forks International Airport",47.949299,-97.176102,845,"NA","US","US-ND","Grand Forks","yes","KGFK","GFK","KGFK","GFK","http://www.gfkairport.com/","https://en.wikipedia.org/wiki/Grand_Forks_International_Airport",
3554,"KGFL","medium_airport","Floyd Bennett Memorial Airport",43.3412017822,-73.6102981567,328,"NA","US","US-NY","Glens Falls","no","KGFL","GFL","KGFL","GFL","http://www.warrencountydpw.com/airport_07/","https://en.wikipedia.org/wiki/Floyd_Bennett_Memorial_Airport",
3555,"KGGG","medium_airport","East Texas Regional Airport",32.38399887084961,-94.71150207519531,365,"NA","US","US-TX","Longview","yes","KGGG","GGG","KGGG","GGG",,"https://en.wikipedia.org/wiki/East_Texas_Regional_Airport",
3556,"KGGW","medium_airport","Glasgow Valley County Airport Wokal Field",48.212502,-106.614998,2296,"NA","US","US-MT","Glasgow","yes","KGGW","GGW","KGGW","GGW","http://www.glasgowmtairport.com/","https://en.wikipedia.org/wiki/Glasgow_Airport_(US)","Glascow / Valley County, Glasgow Army Airfield, Wokal Field Glasgow International, Glasgow Satellite Airfield,"
3557,"KGJT","medium_airport","Grand Junction Regional Airport",39.126663,-108.529387,4858,"NA","US","US-CO","Grand Junction","yes","KGJT","GJT","KGJT","GJT","http://www.gjairport.com/","https://en.wikipedia.org/wiki/Grand_Junction_Regional_Airport",
19956,"KGLD","medium_airport","Goodland Municipal Airport",39.370701,-101.699753,3656,"NA","US","US-KS","Goodland","no","KGLD","GLD","KGLD","GLD",,"https://en.wikipedia.org/wiki/Goodland_Municipal_Airport","Renner Field"
19958,"KGLH","medium_airport","Mid Delta Regional Airport",33.482899,-90.985603,131,"NA","US","US-MS","Greenville","yes","KGLH","GLH","KGLH","GLH",,"https://en.wikipedia.org/wiki/Greenville_Mid-Delta_Airport",
3558,"KGLS","medium_airport","Scholes International At Galveston Airport",29.265301,-94.860397,6,"NA","US","US-TX","Galveston","no","KGLS","GLS","KGLS","GLS",,"https://en.wikipedia.org/wiki/Scholes_International_Airport_at_Galveston",
19963,"KGMU","medium_airport","Greenville Downtown Airport",34.847903,-82.350217,1048,"NA","US","US-SC","Greenville","no","KGMU","GMU","KGMU","GMU","http://www.greenvilledowntownairport.com/","https://en.wikipedia.org/wiki/Greenville_Downtown_Airport",
3559,"KGNV","medium_airport","Gainesville Regional Airport",29.6900997162,-82.2717971802,152,"NA","US","US-FL","Gainesville","yes","KGNV","GNV","KGNV","GNV",,"https://en.wikipedia.org/wiki/Gainesville_Regional_Airport",
3560,"KGON","medium_airport","Groton New London Airport",41.330101,-72.045097,9,"NA","US","US-CT","Groton","no","KGON","GON","KGON","GON","https://ctairports.org/airports/groton-newlondon/","https://en.wikipedia.org/wiki/Groton-New_London_Airport","New London"
3527,"KGPI","medium_airport","Glacier Park International Airport",48.310501,-114.255997,2977,"NA","US","US-MT","Kalispell","yes","KGPI","FCA","KGPI","GPI","http://www.iflyglacier.com/","https://en.wikipedia.org/wiki/Glacier_Park_International_Airport","Formerly KFCA"
3561,"KGPT","medium_airport","Gulfport Biloxi International Airport",30.405582,-89.069836,28,"NA","US","US-MS","Gulfport","yes","KGPT","GPT","KGPT","GPT",,"https://en.wikipedia.org/wiki/Gulfport-Biloxi_International_Airport",
3562,"KGRB","medium_airport","Austin Straubel International Airport",44.483459,-88.130805,695,"NA","US","US-WI","Green Bay","yes","KGRB","GRB","KGRB","GRB",,"https://en.wikipedia.org/wiki/Austin_Straubel_International_Airport",
3563,"KGRF","medium_airport","Gray Army Air Field",47.07920074,-122.5810013,300,"NA","US","US-WA","Fort Lewis/Tacoma","no","KGRF","GRF","KGRF","GRF",,"https://en.wikipedia.org/wiki/Gray_Army_Airfield",
3564,"KGRI","medium_airport","Central Nebraska Regional Airport",40.967498779296875,-98.30960083007812,1847,"NA","US","US-NE","Grand Island","yes","KGRI","GRI","KGRI","GRI",,"https://en.wikipedia.org/wiki/Central_Nebraska_Regional_Airport",
3565,"KGRK","medium_airport","Killeen Regional Airport / Robert Gray Army Airfield",31.0672,-97.828903,1015,"NA","US","US-TX","Fort Cavazos","yes","KGRK","GRK","KGRK","GRK",,"https://en.wikipedia.org/wiki/Killeen_Regional_Airport","Gray, Fort Hood, Robert Gray Army Airfield, Killeen/Fort Hood Regional"
3566,"KGRR","large_airport","Gerald R. Ford International Airport",42.880798,-85.522797,794,"NA","US","US-MI","Grand Rapids","yes","KGRR","GRR","KGRR","GRR",,"https://en.wikipedia.org/wiki/Gerald_R._Ford_International_Airport",
3567,"KGSB","medium_airport","Seymour Johnson Air Force Base",35.339401,-77.960602,109,"NA","US","US-NC","Goldsboro","no","KGSB","GSB","KGSB","GSB","http://www.seymourjohnson.af.mil/","https://en.wikipedia.org/wiki/Seymour_Johnson_Air_Force_Base",
3568,"KGSO","large_airport","Piedmont Triad International Airport",36.09937,-79.937262,925,"NA","US","US-NC","Greensboro","yes","KGSO","GSO","KGSO","GSO","https://flyfrompti.com","https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport",
3569,"KGSP","medium_airport","Greenville-Spartanburg International Airport",34.895699,-82.218903,964,"NA","US","US-SC","Greenville/Greer/Spartanburg","yes","KGSP","GSP","KGSP","GSP","https://gspairport.com","https://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport","Roger Milliken Field"
3570,"KGTB","medium_airport","Wheeler Sack Army Air Field",44.055599,-75.719498,688,"NA","US","US-NY","Fort Drum","no","KGTB",,"KGTB","GTB",,"https://en.wikipedia.org/wiki/Wheeler-Sack_Army_Airfield",
3571,"KGTF","medium_airport","Great Falls International Airport",47.481998,-111.371002,3680,"NA","US","US-MT","Great Falls","yes","KGTF","GTF","KGTF","GTF",,"https://en.wikipedia.org/wiki/Great_Falls_International_Airport",
19982,"KGTR","medium_airport","Golden Triangle Regional Airport",33.450298,-88.5914,264,"NA","US","US-MS","Columbus/W Point/Starkville","yes","KGTR","GTR","KGTR","GTR",,"https://en.wikipedia.org/wiki/Golden_Triangle_Regional_Airport",
19984,"KGUC","medium_airport","Gunnison Crested Butte Regional Airport",38.534672,-106.934566,7680,"NA","US","US-CO","Gunnison","yes","KGUC","GUC","KGUC","GUC",,"https://en.wikipedia.org/wiki/Gunnison-Crested_Butte_Regional_Airport",
3572,"KGUP","medium_airport","Gallup Municipal Airport",35.511653,-108.788166,6472,"NA","US","US-NM","Gallup","yes","KGUP","GUP","KGUP","GUP",,"https://en.wikipedia.org/wiki/Gallup_Municipal_Airport",
3573,"KGUS","medium_airport","Grissom Air Reserve Base",40.648102,-86.1521,812,"NA","US","US-IN","Peru","no","KGUS","GUS","KGUS","GUS","http://www.grissom.afrc.af.mil/","https://en.wikipedia.org/wiki/Grissom_Air_Reserve_Base",
19985,"KGUY","medium_airport","Guymon Municipal Airport",36.6851005554,-101.508003235,3123,"NA","US","US-OK","Guymon","no","KGUY","GUY","KGUY","GUY","http://www.guymonok.org/index.aspx?NID=179","https://en.wikipedia.org/wiki/Guymon_Municipal_Airport",
3574,"KGWO","medium_airport","Greenwood–Leflore Airport",33.495025,-90.088204,162,"NA","US","US-MS","Greenwood","no","KGWO","GWO","KGWO","GWO","http://greenwoodms.com/index.aspx?nid=113","https://en.wikipedia.org/wiki/Greenwood%E2%80%93Leflore_Airport","Greenwood Army Airfield"
19997,"KGYI","medium_airport","North Texas Regional Airport Perrin Field",33.7141,-96.673698,749,"NA","US","US-TX","Denison","no","KGYI","PNX","KGYI","GYI","http://www.northtexasregionalairport.com/","https://en.wikipedia.org/wiki/North_Texas_Regional_Airport","Perrin AFB, Grayson County, Sherman"
3575,"KGYY","medium_airport","Gary/Chicago International Airport",41.617087,-87.413206,591,"NA","US","US-IN","Gary","yes",,"GYY","KGYY","GYY","https://www.flygyy.com/","https://en.wikipedia.org/wiki/Gary/Chicago_International_Airport","East Chicago"
20027,"KHBG","medium_airport","Hattiesburg Bobby L Chain Municipal Airport",31.26479912,-89.25279999,151,"NA","US","US-MS","Hattiesburg","no","KHBG","HBG","KHBG","HBG",,"https://en.wikipedia.org/wiki/Hattiesburg_Bobby_L._Chain_Municipal_Airport",
20029,"KHBR","medium_airport","Hobart Regional Airport",34.991317,-99.051313,1563,"NA","US","US-OK","Hobart","no","KHBR","HBR","KHBR","HBR",,"https://en.wikipedia.org/wiki/Hobart_Regional_Airport",
20038,"KHDN","medium_airport","Yampa Valley Airport",40.481201,-107.218002,6606,"NA","US","US-CO","Hayden","yes","KHDN","HDN","KHDN","HDN",,"https://en.wikipedia.org/wiki/Yampa_Valley_Airport",
20041,"KHEF","medium_airport","Manassas Regional Airport/Harry P. Davis Field",38.721401,-77.515404,192,"NA","US","US-VA","Manassas","no","KHEF","MNZ","KHEF","HEF","http://www.manassascity.org/Index.aspx?NID=131","https://en.wikipedia.org/wiki/Manassas_Regional_Airport",
3576,"KHFD","medium_airport","Hartford Brainard Airport",41.736698150635,-72.649398803711,18,"NA","US","US-CT","Hartford","no","KHFD","HFD","KHFD","HFD",,"https://en.wikipedia.org/wiki/Hartford-Brainard_Airport",
3577,"KHGR","medium_airport","Hagerstown Regional Richard A Henson Field",39.708771,-77.728014,703,"NA","US","US-MD","Hagerstown","yes","KHGR","HGR","KHGR","HGR",,"https://en.wikipedia.org/wiki/Hagerstown_Regional_Airport",
3578,"KHHR","medium_airport","Jack Northrop Field Hawthorne Municipal Airport",33.922798,-118.334999,66,"NA","US","US-CA","Hawthorne","yes","KHHR","HHR","KHHR","HHR",,"https://en.wikipedia.org/wiki/Hawthorne_Municipal_Airport_(California)",
3579,"KHIB","medium_airport","Range Regional Airport",47.384831,-92.836905,1354,"NA","US","US-MN","Hibbing","yes","KHIB","HIB","KHIB","HIB",,"https://en.wikipedia.org/wiki/Range_Regional_Airport","Chisholm Hibbing Airport"
3580,"KHIF","medium_airport","Hill Air Force Base",41.12403,-111.973086,4789,"NA","US","US-UT","Ogden","no","KHIF","HIF","KHIF","HIF","http://www.hill.af.mil/","https://en.wikipedia.org/wiki/Hill_Air_Force_Base","Hill Field"
20053,"KHII","medium_airport","Lake Havasu City Airport",34.570506,-114.357745,783,"NA","US","US-AZ","Lake Havasu City","yes","KHII","HII","KHII","HII","https://www.lhcaz.gov/public-works/airport","https://en.wikipedia.org/wiki/Lake_Havasu_City_Airport",
20054,"KHIO","medium_airport","Portland Hillsboro Airport",45.540401,-122.949997,208,"NA","US","US-OR","Portland","no","KHIO","HIO","KHIO","HIO","http://www.flypdx.com/Airports/Hillsboro/","https://en.wikipedia.org/wiki/Hillsboro_Airport",
3581,"KHKY","medium_airport","Hickory Regional Airport",35.74110031,-81.38950348,1190,"NA","US","US-NC","Hickory","no","KHKY","HKY","KHKY","HKY",,"https://en.wikipedia.org/wiki/Hickory_Regional_Airport",
20061,"KHLG","medium_airport","Wheeling Ohio County Airport",40.1749992371,-80.6463012695,1195,"NA","US","US-WV","Wheeling","no","KHLG","HLG","KHLG","HLG",,"https://en.wikipedia.org/wiki/Wheeling_Ohio_County_Airport",
3582,"KHLN","medium_airport","Helena Regional Airport",46.6068,-111.983002,3877,"NA","US","US-MT","Helena","yes","KHLN","HLN","KHLN","HLN",,"https://en.wikipedia.org/wiki/Helena_Regional_Airport",
3584,"KHMN","medium_airport","Holloman Air Force Base",32.852501,-106.107002,4093,"NA","US","US-NM","Alamogordo","no","KHMN","HMN","KHMN","HMN","http://www.holloman.af.mil/","https://en.wikipedia.org/wiki/Holloman_Air_Force_Base","Alamogordo AAF"
20071,"KHOB","medium_airport","Lea County Regional Airport",32.6875,-103.217003,3661,"NA","US","US-NM","Hobbs","yes","KHOB","HOB","KHOB","HOB",,"https://en.wikipedia.org/wiki/Lea_County_Regional_Airport",
3585,"KHON","medium_airport","Huron Regional Airport",44.385201,-98.2285,1289,"NA","US","US-SD","Huron","no","KHON","HON","KHON","HON",,"https://en.wikipedia.org/wiki/Huron_Regional_Airport",
3586,"KHOP","medium_airport","Campbell Army Airfield (Fort Campbell)",36.674154,-87.48974,573,"NA","US","US-KY","Fort Campbell","no","KHOP","HOP","KHOP","HOP",,"https://en.wikipedia.org/wiki/Campbell_Army_Airfield","Campbell AFB, Hopkinsville"
3587,"KHOT","medium_airport","Memorial Field Airport",34.4788,-93.096262,540,"NA","US","US-AR","Hot Springs","yes","KHOT","HOT","KHOT","HOT",,"https://en.wikipedia.org/wiki/Hot_Springs_Memorial_Field_Airport",
3588,"KHOU","large_airport","William P. Hobby Airport",29.645336,-95.276812,46,"NA","US","US-TX","Houston","yes","KHOU","HOU","KHOU","HOU","http://www.fly2houston.com/hobbyHome","https://en.wikipedia.org/wiki/William_P._Hobby_Airport","QHO"
3589,"KHPN","medium_airport","Westchester County Airport",41.06700134277344,-73.70760345458984,439,"NA","US","US-NY","White Plains","yes","KHPN","HPN","KHPN","HPN",,"https://en.wikipedia.org/wiki/Westchester_County_Airport","Manhattan, New York City, NYC"
3590,"KHQM","medium_airport","Bowerman Airport",46.971199035599994,-123.93699646,18,"NA","US","US-WA","Hoquiam","no","KHQM","HQM","KHQM","HQM","http://www.portofgraysharbor.com/airport/airport.php","https://en.wikipedia.org/wiki/Bowerman_Airport",
3591,"KHRL","medium_airport","Valley International Airport",26.228500366210938,-97.65440368652344,36,"NA","US","US-TX","Harlingen","yes","KHRL","HRL","KHRL","HRL",,"https://en.wikipedia.org/wiki/Valley_International_Airport",
3592,"KHRO","medium_airport","Boone County Airport",36.26150131225586,-93.15470123291016,1365,"NA","US","US-AR","Harrison","yes","KHRO","HRO","KHRO","HRO",,"https://en.wikipedia.org/wiki/Boone_County_Airport",
20081,"KHRT","medium_airport","Hurlburt Field",30.427799,-86.689301,38,"NA","US","US-FL","Mary Esther","no",,,"KHRT","HRT",,"https://en.wikipedia.org/wiki/Hurlburt_Field",
3593,"KHST","medium_airport","Homestead Air Reserve Base",25.4886,-80.383598,5,"NA","US","US-FL","Homestead","no","KHST","HST","KHST","HST","https://www.homestead.afrc.af.mil/","https://en.wikipedia.org/wiki/Homestead_Air_Reserve_Base","Dade County Airport"
3594,"KHSV","medium_airport","Huntsville International Airport",34.636244,-86.774378,629,"NA","US","US-AL","Huntsville","yes","KHSV","HSV","KHSV","HSV","http://www.flyhuntsville.com","https://en.wikipedia.org/wiki/Huntsville_International_Airport","Carl T. Jones Field"
3595,"KHTS","medium_airport","Tri-State Airport / Milton J. Ferguson Field",38.366699,-82.557999,828,"NA","US","US-WV","Huntington","yes","KHTS","HTS","KHTS","HTS",,"https://en.wikipedia.org/wiki/Tri-State_Airport",
3596,"KHUA","medium_airport","Redstone Army Air Field",34.67869949,-86.68479919,684,"NA","US","US-AL","Redstone Arsnl Huntsville","no","KHUA","HUA","KHUA","HUA",,"https://en.wikipedia.org/wiki/Redstone_Army_Airfield",
3597,"KHUF","medium_airport","Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589,"NA","US","US-IN","Terre Haute","no",,"HUF","KHUF","HUF","http://huf.com/","https://en.wikipedia.org/wiki/Terre_Haute_Regional_Airport",
20095,"KHUL","medium_airport","Houlton International Airport",46.1231002808,-67.792098999,489,"NA","US","US-ME","Houlton","no","KHUL","HUL","KHUL","HUL",,"https://en.wikipedia.org/wiki/Houlton_International_Airport","Houlton AAF"
3598,"KHUT","medium_airport","Hutchinson Municipal Airport",38.0654983521,-97.86060333250002,1543,"NA","US","US-KS","Hutchinson","no","KHUT","HUT","KHUT","HUT","http://www.hutchgov.com/department/?fDD=20-0","https://en.wikipedia.org/wiki/Hutchinson_Municipal_Airport_(Kansas)",
3599,"KHVN","medium_airport","Tweed New Haven Airport",41.262869,-72.887694,12,"NA","US","US-CT","New Haven","yes","KHVN","HVN","KHVN","HVN","https://flytweed.com","https://en.wikipedia.org/wiki/Tweed_New_Haven_Regional_Airport",
20099,"KHVR","medium_airport","Havre City County Airport",48.541387,-109.762859,2591,"NA","US","US-MT","Havre","yes","KHVR","HVR","KHVR","HVR",,"https://en.wikipedia.org/wiki/Havre_City%E2%80%93County_Airport",
